Sequence, Marketplace, Reseller Name, Reseller Contact Name, Reseller Email Address, Reseller Phone Number, Order Id, Subscription Id, Activity Type, Service Type, Order Creation Date, Purchase Date, Activation Date,Subscription Type,Term Start Date,Term End Date,Term Duration,Next Renewal Date, Service Cancellation Date, Bill From, Bill To, Company Name, Company Acronym, Account Creation Date, First Name, Last Name, Customer Email Address, Customer Phone Number,Address Line1,Address Line2, City, State/Province, ZIP Code, Country, Country Code, Service Name, Offer Name, Offer Code, Sales Reference Code, Unit Of Measure, Qty, Pro-rate Scale, Retail Unit Price, Pro-rated Retail Price Unit Price, Gross Retail Price, Retail Price Discount (%), Pro-Rated Retail Unit Discounted Price (Amount), Total Retail Price Discount (Amount), Total Retail Price, Tax on Total Retail Price, Grand Total: Retail Price, Promotion Code, Promotion duration, Wholesale Unit Price, Pro-rated Wholesale Unit Price, Customer Transaction Currency, Vendor Currency, Gross Wholesale Price, Wholesale Price Discount (%), Pro-Rated Wholesale Unit Discounted Price (Amount), Total Wholesale Price Discount (Amount), Total Wholesale Price, Tax on Total Wholesale Price, Grand Total: Wholesale Price, Vendor Name, Vendor Unit Price, Pro-rated Vendor Unit Price, Total Vendor Price, Tax on Total Vendor Price, Grand Total: Vendor Price, Billing Cycle, Prorate Type, Prorate On Cancellation, Usage Attributes, Payment Method, Payment Status, Refund Type, Refund Amount, Invoice Number, Resource Id, Charge Type, Invoice Status
1f7f78d0-3bce-11e9-87aa-fa168efe86a7,Teleo Target,VIVO ENTERPRISE,Admin Enterprise,vivoenterprise1@portalvivocloud.com.br,1.18765E+12,4011545,6dbf88ce-1407-425e-a397-bb4ef6afa3d1,Usage,IAAS,5/2/2019,5/2/2019,5/2/2019,USAGE,,,,,,5/2/2019,27/02/2019,VIVO ENTERPRISE,VIVOENTERPRISE,29/01/2019,Admin,Enterprise,vivoenterprise1@portalvivocloud.com.br,11123456789,"Av. Engenheiro Luís Carlos Berrini, 1376",Cidade Monções,São Paulo,São Paulo,04571-936,Brazil,BR,Assinatura AWs,AWS Subscription Offer,awssubscriptionoffersweden,,GB-Mo,0.104993386,,,,0,,,,0,,0,,,,,USD,EUR,0,,,,0,,0,AWS,,,0,,0,Month,,,AmazonEC2|EBS:VolumeUsage.gp2,Credito pré Aprovado,Overdue,,,VVE-1-00001045,vol-0a749f5f3c0e34d3f,Usage,Active
1f9de59a-3bce-11e9-a244-fa168efe86a7,Teleo Target,VIVO ENTERPRISE,Admin Enterprise,vivoenterprise1@portalvivocloud.com.br,1.18765E+12,4011545,6dbf88ce-1407-425e-a397-bb4ef6afa3d1,Usage,IAAS,5/2/2019,5/2/2019,5/2/2019,USAGE,,,,,,5/2/2019,27/02/2019,VIVO ENTERPRISE,VIVOENTERPRISE,29/01/2019,Admin,Enterprise,vivoenterprise1@portalvivocloud.com.br,11123456789,"Av. Engenheiro Luís Carlos Berrini, 1376",Cidade Monções,São Paulo,São Paulo,04571-936,Brazil,BR,Assinatura AWs,AWS Subscription Offer,awssubscriptionoffersweden,,,0.001831054,,,,0,,,,0,,0,,,,,USD,EUR,0,,,,0,,0,AWS,,,0,,0,Month,,,AmazonEC2|EBS:SnapshotUsage,Credito pré Aprovado,Overdue,,,VVE-1-00001045,arn:aws:ec2:us-east-1:570354092270:snapshot/snap-032253c2d26b74f6b,Usage,Active
1fbb457c-3bce-11e9-bbb5-fa168efe86a7,Teleo Target,VIVO ENTERPRISE,Admin Enterprise,vivoenterprise1@portalvivocloud.com.br,1.18765E+12,4011545,6dbf88ce-1407-425e-a397-bb4ef6afa3d1,Usage,IAAS,5/2/2019,5/2/2019,5/2/2019,USAGE,,,,,,5/2/2019,27/02/2019,VIVO ENTERPRISE,VIVOENTERPRISE,29/01/2019,Admin,Enterprise,vivoenterprise1@portalvivocloud.com.br,11123456789,"Av. Engenheiro Luís Carlos Berrini, 1376",Cidade Monções,São Paulo,São Paulo,04571-936,Brazil,BR,Assinatura AWs,AWS Subscription Offer,awssubscriptionoffersweden,,,1.3644E-06,,,,0,,,,0,,0,,,,,USD,EUR,0,,,,0,,0,AWS,,,0,,0,Month,,,AmazonEC2|USE1-APS3-AWS-Out-Bytes,Credito pré Aprovado,Overdue,,,VVE-1-00001045,i-0e045dd8571574c53,Usage,Active
1fdab1aa-3bce-11e9-a40f-fa168efe86a7,Teleo Target,VIVO ENTERPRISE,Admin Enterprise,vivoenterprise1@portalvivocloud.com.br,1.18765E+12,4011545,6dbf88ce-1407-425e-a397-bb4ef6afa3d1,Usage,IAAS,5/2/2019,5/2/2019,5/2/2019,USAGE,,,,,,5/2/2019,27/02/2019,VIVO ENTERPRISE,VIVOENTERPRISE,29/01/2019,Admin,Enterprise,vivoenterprise1@portalvivocloud.com.br,11123456789,"Av. Engenheiro Luís Carlos Berrini, 1376",Cidade Monções,São Paulo,São Paulo,04571-936,Brazil,BR,Assinatura AWs,AWS Subscription Offer,awssubscriptionoffersweden,,,0.00139509,,,,0,,,,0,,0,,,,,USD,EUR,0,,,,0,,0,AWS,,,0,,0,Month,,,AmazonEC2|EBS:SnapshotUsage,Credito pré Aprovado,Overdue,,,VVE-1-00001045,arn:aws:ec2:us-east-1:570354092270:snapshot/snap-021ad68205b604dae,Usage,Active
1ff5a58c-3bce-11e9-8b5b-fa168efe86a7,Teleo Target,VIVO ENTERPRISE,Admin Enterprise,vivoenterprise1@portalvivocloud.com.br,1.18765E+12,4011545,6dbf88ce-1407-425e-a397-bb4ef6afa3d1,Usage,IAAS,5/2/2019,5/2/2019,5/2/2019,USAGE,,,,,,5/2/2019,27/02/2019,VIVO ENTERPRISE,VIVOENTERPRISE,29/01/2019,Admin,Enterprise,vivoenterprise1@portalvivocloud.com.br,11123456789,"Av. Engenheiro Luís Carlos Berrini, 1376",Cidade Monções,São Paulo,São Paulo,04571-936,Brazil,BR,Assinatura AWs,AWS Subscription Offer,awssubscriptionoffersweden,,,6.33E-08,,,,0,,,,0,,0,,,,,USD,EUR,0,,,,0,,0,AWS,,,0,,0,Month,,,AmazonEC2|USE1-APN2-AWS-Out-Bytes,Credito pré Aprovado,Overdue,,,VVE-1-00001045,i-0822299844cdbb9f0,Usage,Active
2014d290-3bce-11e9-abd6-fa168efe86a7,Teleo Target,VIVO ENTERPRISE,Admin Enterprise,vivoenterprise1@portalvivocloud.com.br,1.18765E+12,4011545,6dbf88ce-1407-425e-a397-bb4ef6afa3d1,Usage,IAAS,5/2/2019,5/2/2019,5/2/2019,USAGE,,,,,,5/2/2019,27/02/2019,VIVO ENTERPRISE,VIVOENTERPRISE,29/01/2019,Admin,Enterprise,vivoenterprise1@portalvivocloud.com.br,11123456789,"Av. Engenheiro Luís Carlos Berrini, 1376",Cidade Monções,São Paulo,São Paulo,04571-936,Brazil,BR,Assinatura AWs,AWS Subscription Offer,awssubscriptionoffersweden,,,6.56506E-05,,,,0,,,,0,,0,,,,,USD,EUR,0,,,,0,,0,AWS,,,0,,0,Month,,,AmazonEC2|DataTransfer-Regional-Bytes,Credito pré Aprovado,Overdue,,,VVE-1-00001045,i-0f5261231bc4f01d4,Usage,Active
203258ec-3bce-11e9-a242-fa168efe86a7,Teleo Target,VIVO ENTERPRISE,Admin Enterprise,vivoenterprise1@portalvivocloud.com.br,1.18765E+12,4011545,6dbf88ce-1407-425e-a397-bb4ef6afa3d1,Usage,IAAS,5/2/2019,5/2/2019,5/2/2019,USAGE,,,,,,5/2/2019,27/02/2019,VIVO ENTERPRISE,VIVOENTERPRISE,29/01/2019,Admin,Enterprise,vivoenterprise1@portalvivocloud.com.br,11123456789,"Av. Engenheiro Luís Carlos Berrini, 1376",Cidade Monções,São Paulo,São Paulo,04571-936,Brazil,BR,Assinatura AWs,AWS Subscription Offer,awssubscriptionoffersweden,,,4.358E-07,,,,0,,,,0,,0,,,,,USD,EUR,0,,,,0,,0,AWS,,,0,,0,Month,,,AmazonEC2|USE1-USE2-AWS-Out-Bytes,Credito pré Aprovado,Overdue,,,VVE-1-00001045,i-0822299844cdbb9f0,Usage,Active
20561336-3bce-11e9-97f2-fa168efe86a7,Teleo Target,VIVO ENTERPRISE,Admin Enterprise,vivoenterprise1@portalvivocloud.com.br,1.18765E+12,4011545,6dbf88ce-1407-425e-a397-bb4ef6afa3d1,Usage,IAAS,5/2/2019,5/2/2019,5/2/2019,USAGE,,,,,,5/2/2019,27/02/2019,VIVO ENTERPRISE,VIVOENTERPRISE,29/01/2019,Admin,Enterprise,vivoenterprise1@portalvivocloud.com.br,11123456789,"Av. Engenheiro Luís Carlos Berrini, 1376",Cidade Monções,São Paulo,São Paulo,04571-936,Brazil,BR,Assinatura AWs,AWS Subscription Offer,awssubscriptionoffersweden,,,9.4808E-06,,,,0,,,,0,,0,,,,,USD,EUR,0,,,,0,,0,AWS,,,0,,0,Month,,,AmazonEC2|USE1-USW1-AWS-Out-Bytes,Credito pré Aprovado,Overdue,,,VVE-1-00001045,i-0e045dd8571574c53,Usage,Active
20781544-3bce-11e9-b11a-fa168efe86a7,Teleo Target,VIVO ENTERPRISE,Admin Enterprise,vivoenterprise1@portalvivocloud.com.br,1.18765E+12,4011545,6dbf88ce-1407-425e-a397-bb4ef6afa3d1,Usage,IAAS,5/2/2019,5/2/2019,5/2/2019,USAGE,,,,,,5/2/2019,27/02/2019,VIVO ENTERPRISE,VIVOENTERPRISE,29/01/2019,Admin,Enterprise,vivoenterprise1@portalvivocloud.com.br,11123456789,"Av. Engenheiro Luís Carlos Berrini, 1376",Cidade Monções,São Paulo,São Paulo,04571-936,Brazil,BR,Assinatura AWs,AWS Subscription Offer,awssubscriptionoffersweden,,GB,4.103E-07,,,,0,,,,0,,0,,,,,USD,EUR,0,,,,0,,0,AWS,,,0,,0,Month,,,AmazonEC2|USE1-EU-AWS-In-Bytes,Credito pré Aprovado,Overdue,,,VVE-1-00001045,i-0182217ef1b88686c,Usage,Active
209a215c-3bce-11e9-a614-fa168efe86a7,Teleo Target,VIVO ENTERPRISE,Admin Enterprise,vivoenterprise1@portalvivocloud.com.br,1.18765E+12,4011545,6dbf88ce-1407-425e-a397-bb4ef6afa3d1,Usage,IAAS,5/2/2019,5/2/2019,5/2/2019,USAGE,,,,,,5/2/2019,27/02/2019,VIVO ENTERPRISE,VIVOENTERPRISE,29/01/2019,Admin,Enterprise,vivoenterprise1@portalvivocloud.com.br,11123456789,"Av. Engenheiro Luís Carlos Berrini, 1376",Cidade Monções,São Paulo,São Paulo,04571-936,Brazil,BR,Assinatura AWs,AWS Subscription Offer,awssubscriptionoffersweden,,GB,9.3969E-06,,,,0,,,,0,,0,,,,,USD,EUR,0,,,,0,,0,AWS,,,0,,0,Month,,,AmazonEC2|USE1-EU-AWS-In-Bytes,Credito pré Aprovado,Overdue,,,VVE-1-00001045,i-05c30db7d4a67fd66,Usage,Active
20ba9cb6-3bce-11e9-97f2-fa168efe86a7,Teleo Target,VIVO ENTERPRISE,Admin Enterprise,vivoenterprise1@portalvivocloud.com.br,1.18765E+12,4011545,6dbf88ce-1407-425e-a397-bb4ef6afa3d1,Usage,IAAS,5/2/2019,5/2/2019,5/2/2019,USAGE,,,,,,5/2/2019,27/02/2019,VIVO ENTERPRISE,VIVOENTERPRISE,29/01/2019,Admin,Enterprise,vivoenterprise1@portalvivocloud.com.br,11123456789,"Av. Engenheiro Luís Carlos Berrini, 1376",Cidade Monções,São Paulo,São Paulo,04571-936,Brazil,BR,Assinatura AWs,AWS Subscription Offer,awssubscriptionoffersweden,,Hrs,0.051667,,,,0,,,,0,,0,,,,,USD,EUR,0,,,,0,,0,AWS,,,0,,0,Month,,,AmazonEC2|BoxUsage:t2.nano,Credito pré Aprovado,Overdue,,,VVE-1-00001045,i-0b18c426b7fb9debc,Usage,Active
213e390e-3bce-11e9-a40f-fa168efe86a7,Teleo Target,VIVO ENTERPRISE,Admin Enterprise,vivoenterprise1@portalvivocloud.com.br,1.18765E+12,4011545,6dbf88ce-1407-425e-a397-bb4ef6afa3d1,Usage,IAAS,5/2/2019,5/2/2019,5/2/2019,USAGE,,,,,,5/2/2019,27/02/2019,VIVO ENTERPRISE,VIVOENTERPRISE,29/01/2019,Admin,Enterprise,vivoenterprise1@portalvivocloud.com.br,11123456789,"Av. Engenheiro Luís Carlos Berrini, 1376",Cidade Monções,São Paulo,São Paulo,04571-936,Brazil,BR,Assinatura AWs,AWS Subscription Offer,awssubscriptionoffersweden,,,2.3069E-06,,,,0,,,,0,,0,,,,,USD,EUR,0,,,,0,,0,AWS,,,0,,0,Month,,,AmazonEC2|USE1-APS1-AWS-Out-Bytes,Credito pré Aprovado,Overdue,,,VVE-1-00001045,i-08ed9b39709e9c19e,Usage,Active
20ddac60-3bce-11e9-a242-fa168efe86a7,Teleo Target,VIVO ENTERPRISE,Admin Enterprise,vivoenterprise1@portalvivocloud.com.br,1.18765E+12,4011545,6dbf88ce-1407-425e-a397-bb4ef6afa3d1,Usage,IAAS,5/2/2019,5/2/2019,5/2/2019,USAGE,,,,,,5/2/2019,27/02/2019,VIVO ENTERPRISE,VIVOENTERPRISE,29/01/2019,Admin,Enterprise,vivoenterprise1@portalvivocloud.com.br,11123456789,"Av. Engenheiro Luís Carlos Berrini, 1376",Cidade Monções,São Paulo,São Paulo,04571-936,Brazil,BR,Assinatura AWs,AWS Subscription Offer,awssubscriptionoffersweden,,GB,1.4985E-06,,,,0,,,,0,,0,,,,,USD,EUR,0,,,,0,,0,AWS,,,0,,0,Month,,,AmazonEC2|USE1-APN1-AWS-In-Bytes,Credito pré Aprovado,Overdue,,,VVE-1-00001045,i-0182217ef1b88686c,Usage,Active
20fd7112-3bce-11e9-abd6-fa168efe86a7,Teleo Target,VIVO ENTERPRISE,Admin Enterprise,vivoenterprise1@portalvivocloud.com.br,1.18765E+12,4011545,6dbf88ce-1407-425e-a397-bb4ef6afa3d1,Usage,IAAS,5/2/2019,5/2/2019,5/2/2019,USAGE,,,,,,5/2/2019,27/02/2019,VIVO ENTERPRISE,VIVOENTERPRISE,29/01/2019,Admin,Enterprise,vivoenterprise1@portalvivocloud.com.br,11123456789,"Av. Engenheiro Luís Carlos Berrini, 1376",Cidade Monções,São Paulo,São Paulo,04571-936,Brazil,BR,Assinatura AWs,AWS Subscription Offer,awssubscriptionoffersweden,,,0.001953125,,,,0,,,,0,,0,,,,,USD,EUR,0,,,,0,,0,AWS,,,0,,0,Month,,,AmazonEC2|EBS:SnapshotUsage,Credito pré Aprovado,Overdue,,,VVE-1-00001045,arn:aws:ec2:us-east-1:570354092270:snapshot/snap-07b8066432bc01baa,Usage,Active
211e4b3a-3bce-11e9-8b5b-fa168efe86a7,Teleo Target,VIVO ENTERPRISE,Admin Enterprise,vivoenterprise1@portalvivocloud.com.br,1.18765E+12,4011545,6dbf88ce-1407-425e-a397-bb4ef6afa3d1,Usage,IAAS,5/2/2019,5/2/2019,5/2/2019,USAGE,,,,,,5/2/2019,27/02/2019,VIVO ENTERPRISE,VIVOENTERPRISE,29/01/2019,Admin,Enterprise,vivoenterprise1@portalvivocloud.com.br,11123456789,"Av. Engenheiro Luís Carlos Berrini, 1376",Cidade Monções,São Paulo,São Paulo,04571-936,Brazil,BR,Assinatura AWs,AWS Subscription Offer,awssubscriptionoffersweden,,,0.010253907,,,,0,,,,0,,0,,,,,USD,EUR,0,,,,0,,0,AWS,,,0,,0,Month,,,AmazonEC2|EBS:SnapshotUsage,Credito pré Aprovado,Overdue,,,VVE-1-00001045,arn:aws:ec2:us-east-1:570354092270:snapshot/snap-07fc41b8743eca644,Usage,Active
2174d5ae-3bce-11e9-bbb5-fa168efe86a7,Teleo Target,VIVO ENTERPRISE,Admin Enterprise,vivoenterprise1@portalvivocloud.com.br,1.18765E+12,4011545,6dbf88ce-1407-425e-a397-bb4ef6afa3d1,Usage,IAAS,5/2/2019,5/2/2019,5/2/2019,USAGE,,,,,,5/2/2019,27/02/2019,VIVO ENTERPRISE,VIVOENTERPRISE,29/01/2019,Admin,Enterprise,vivoenterprise1@portalvivocloud.com.br,11123456789,"Av. Engenheiro Luís Carlos Berrini, 1376",Cidade Monções,São Paulo,São Paulo,04571-936,Brazil,BR,Assinatura AWs,AWS Subscription Offer,awssubscriptionoffersweden,,Hrs,0.048056,,,,0,,,,0,,0,,,,,USD,EUR,0,,,,0,,0,AWS,,,0,,0,Month,,,AmazonEC2|BoxUsage:t2.nano,Credito pré Aprovado,Overdue,,,VVE-1-00001045,i-0887ca940d44d3ae6,Usage,Active
2195b5e4-3bce-11e9-a244-fa168efe86a7,Teleo Target,VIVO ENTERPRISE,Admin Enterprise,vivoenterprise1@portalvivocloud.com.br,1.18765E+12,4011545,6dbf88ce-1407-425e-a397-bb4ef6afa3d1,Usage,IAAS,5/2/2019,5/2/2019,5/2/2019,USAGE,,,,,,5/2/2019,27/02/2019,VIVO ENTERPRISE,VIVOENTERPRISE,29/01/2019,Admin,Enterprise,vivoenterprise1@portalvivocloud.com.br,11123456789,"Av. Engenheiro Luís Carlos Berrini, 1376",Cidade Monções,São Paulo,São Paulo,04571-936,Brazil,BR,Assinatura AWs,AWS Subscription Offer,awssubscriptionoffersweden,,,4.87054E-05,,,,0,,,,0,,0,,,,,USD,EUR,0,,,,0,,0,AWS,,,0,,0,Month,,,AmazonEC2|USE1-APN1-AWS-Out-Bytes,Credito pré Aprovado,Overdue,,,VVE-1-00001045,i-036d33578a60d11fc,Usage,Active
21b434ec-3bce-11e9-87aa-fa168efe86a7,Teleo Target,VIVO ENTERPRISE,Admin Enterprise,vivoenterprise1@portalvivocloud.com.br,1.18765E+12,4011545,6dbf88ce-1407-425e-a397-bb4ef6afa3d1,Usage,IAAS,5/2/2019,5/2/2019,5/2/2019,USAGE,,,,,,5/2/2019,27/02/2019,VIVO ENTERPRISE,VIVOENTERPRISE,29/01/2019,Admin,Enterprise,vivoenterprise1@portalvivocloud.com.br,11123456789,"Av. Engenheiro Luís Carlos Berrini, 1376",Cidade Monções,São Paulo,São Paulo,04571-936,Brazil,BR,Assinatura AWs,AWS Subscription Offer,awssubscriptionoffersweden,,GB,3.73E-08,,,,0,,,,0,,0,,,,,USD,EUR,0,,,,0,,0,AWS,,,0,,0,Month,,,AmazonEC2|USE1-EUW3-AWS-In-Bytes,Credito pré Aprovado,Overdue,,,VVE-1-00001045,i-05c30db7d4a67fd66,Usage,Active
21d13c4a-3bce-11e9-bbb5-fa168efe86a7,Teleo Target,VIVO ENTERPRISE,Admin Enterprise,vivoenterprise1@portalvivocloud.com.br,1.18765E+12,4011545,6dbf88ce-1407-425e-a397-bb4ef6afa3d1,Usage,IAAS,5/2/2019,5/2/2019,5/2/2019,USAGE,,,,,,5/2/2019,27/02/2019,VIVO ENTERPRISE,VIVOENTERPRISE,29/01/2019,Admin,Enterprise,vivoenterprise1@portalvivocloud.com.br,11123456789,"Av. Engenheiro Luís Carlos Berrini, 1376",Cidade Monções,São Paulo,São Paulo,04571-936,Brazil,BR,Assinatura AWs,AWS Subscription Offer,awssubscriptionoffersweden,,GB,0.000014924,,,,0,,,,0,,0,,,,,USD,EUR,0,,,,0,,0,AWS,,,0,,0,Month,,,AmazonEC2|USE1-USE2-AWS-In-Bytes,Credito pré Aprovado,Overdue,,,VVE-1-00001045,i-0af297f4847d746c0,Usage,Active
21f33e76-3bce-11e9-a40f-fa168efe86a7,Teleo Target,VIVO ENTERPRISE,Admin Enterprise,vivoenterprise1@portalvivocloud.com.br,1.18765E+12,4011545,6dbf88ce-1407-425e-a397-bb4ef6afa3d1,Usage,IAAS,5/2/2019,5/2/2019,5/2/2019,USAGE,,,,,,5/2/2019,27/02/2019,VIVO ENTERPRISE,VIVOENTERPRISE,29/01/2019,Admin,Enterprise,vivoenterprise1@portalvivocloud.com.br,11123456789,"Av. Engenheiro Luís Carlos Berrini, 1376",Cidade Monções,São Paulo,São Paulo,04571-936,Brazil,BR,Assinatura AWs,AWS Subscription Offer,awssubscriptionoffersweden,,GB,2.8256E-06,,,,0,,,,0,,0,,,,,USD,EUR,0,,,,0,,0,AWS,,,0,,0,Month,,,AmazonEC2|USE1-APS2-AWS-In-Bytes,Credito pré Aprovado,Overdue,,,VVE-1-00001045,i-0af297f4847d746c0,Usage,Active
2215d878-3bce-11e9-8b5b-fa168efe86a7,Teleo Target,VIVO ENTERPRISE,Admin Enterprise,vivoenterprise1@portalvivocloud.com.br,1.18765E+12,4011545,6dbf88ce-1407-425e-a397-bb4ef6afa3d1,Usage,IAAS,5/2/2019,5/2/2019,5/2/2019,USAGE,,,,,,5/2/2019,27/02/2019,VIVO ENTERPRISE,VIVOENTERPRISE,29/01/2019,Admin,Enterprise,vivoenterprise1@portalvivocloud.com.br,11123456789,"Av. Engenheiro Luís Carlos Berrini, 1376",Cidade Monções,São Paulo,São Paulo,04571-936,Brazil,BR,Assinatura AWs,AWS Subscription Offer,awssubscriptionoffersweden,,GB,0.02542256,,,,0,,,,0,,0,,,,,USD,EUR,0,,,,0,,0,AWS,,,0,,0,Month,,,AmazonEC2|DataTransfer-In-Bytes,Credito pré Aprovado,Overdue,,,VVE-1-00001045,i-0e045dd8571574c53,Usage,Active
22489aec-3bce-11e9-abd6-fa168efe86a7,Teleo Target,VIVO ENTERPRISE,Admin Enterprise,vivoenterprise1@portalvivocloud.com.br,1.18765E+12,4011545,6dbf88ce-1407-425e-a397-bb4ef6afa3d1,Usage,IAAS,5/2/2019,5/2/2019,5/2/2019,USAGE,,,,,,5/2/2019,27/02/2019,VIVO ENTERPRISE,VIVOENTERPRISE,29/01/2019,Admin,Enterprise,vivoenterprise1@portalvivocloud.com.br,11123456789,"Av. Engenheiro Luís Carlos Berrini, 1376",Cidade Monções,São Paulo,São Paulo,04571-936,Brazil,BR,Assinatura AWs,AWS Subscription Offer,awssubscriptionoffersweden,,,4.5123E-06,,,,0,,,,0,,0,,,,,USD,EUR,0,,,,0,,0,AWS,,,0,,0,Month,,,AmazonEC2|DataTransfer-Out-Bytes,Credito pré Aprovado,Overdue,,,VVE-1-00001045,i-05ee677f5d351f49a,Usage,Active
2268814a-3bce-11e9-a242-fa168efe86a7,Teleo Target,VIVO ENTERPRISE,Admin Enterprise,vivoenterprise1@portalvivocloud.com.br,1.18765E+12,4011545,6dbf88ce-1407-425e-a397-bb4ef6afa3d1,Usage,IAAS,5/2/2019,5/2/2019,5/2/2019,USAGE,,,,,,5/2/2019,27/02/2019,VIVO ENTERPRISE,VIVOENTERPRISE,29/01/2019,Admin,Enterprise,vivoenterprise1@portalvivocloud.com.br,11123456789,"Av. Engenheiro Luís Carlos Berrini, 1376",Cidade Monções,São Paulo,São Paulo,04571-936,Brazil,BR,Assinatura AWs,AWS Subscription Offer,awssubscriptionoffersweden,,GB-Mo,5.290322594,,,,0.13,,,,0.13,,0.13,,,,,USD,EUR,0.13,,,,0.13,,0.13,AWS,,,0.13,,0.13,Month,,,AmazonEC2|EBS:VolumeUsage.gp2,Credito pré Aprovado,Overdue,,,VVE-1-00001045,vol-0ec2c22d790b15134,Usage,Active
228a5a18-3bce-11e9-97f2-fa168efe86a7,Teleo Target,VIVO ENTERPRISE,Admin Enterprise,vivoenterprise1@portalvivocloud.com.br,1.18765E+12,4011545,6dbf88ce-1407-425e-a397-bb4ef6afa3d1,Usage,IAAS,5/2/2019,5/2/2019,5/2/2019,USAGE,,,,,,5/2/2019,27/02/2019,VIVO ENTERPRISE,VIVOENTERPRISE,29/01/2019,Admin,Enterprise,vivoenterprise1@portalvivocloud.com.br,11123456789,"Av. Engenheiro Luís Carlos Berrini, 1376",Cidade Monções,São Paulo,São Paulo,04571-936,Brazil,BR,Assinatura AWs,AWS Subscription Offer,awssubscriptionoffersweden,,GB,2.2439E-06,,,,0,,,,0,,0,,,,,USD,EUR,0,,,,0,,0,AWS,,,0,,0,Month,,,AmazonEC2|USE1-APN1-AWS-In-Bytes,Credito pré Aprovado,Overdue,,,VVE-1-00001045,i-05c30db7d4a67fd66,Usage,Active
22b6855c-3bce-11e9-a614-fa168efe86a7,Teleo Target,VIVO ENTERPRISE,Admin Enterprise,vivoenterprise1@portalvivocloud.com.br,1.18765E+12,4011545,6dbf88ce-1407-425e-a397-bb4ef6afa3d1,Usage,IAAS,5/2/2019,5/2/2019,5/2/2019,USAGE,,,,,,5/2/2019,27/02/2019,VIVO ENTERPRISE,VIVOENTERPRISE,29/01/2019,Admin,Enterprise,vivoenterprise1@portalvivocloud.com.br,11123456789,"Av. Engenheiro Luís Carlos Berrini, 1376",Cidade Monções,São Paulo,São Paulo,04571-936,Brazil,BR,Assinatura AWs,AWS Subscription Offer,awssubscriptionoffersweden,,,1.4798E-06,,,,0,,,,0,,0,,,,,USD,EUR,0,,,,0,,0,AWS,,,0,,0,Month,,,AmazonEC2|USE1-SAE1-AWS-Out-Bytes,Credito pré Aprovado,Overdue,,,VVE-1-00001045,i-0e045dd8571574c53,Usage,Active
22dda9de-3bce-11e9-b11a-fa168efe86a7,Teleo Target,VIVO ENTERPRISE,Admin Enterprise,vivoenterprise1@portalvivocloud.com.br,1.18765E+12,4011545,6dbf88ce-1407-425e-a397-bb4ef6afa3d1,Usage,IAAS,5/2/2019,5/2/2019,5/2/2019,USAGE,,,,,,5/2/2019,27/02/2019,VIVO ENTERPRISE,VIVOENTERPRISE,29/01/2019,Admin,Enterprise,vivoenterprise1@portalvivocloud.com.br,11123456789,"Av. Engenheiro Luís Carlos Berrini, 1376",Cidade Monções,São Paulo,São Paulo,04571-936,Brazil,BR,Assinatura AWs,AWS Subscription Offer,awssubscriptionoffersweden,,GB-Mo,0.009174961,,,,0,,,,0,,0,,,,,USD,EUR,0,,,,0,,0,AWS,,,0,,0,Month,,,AmazonEC2|EBS:SnapshotUsage,Credito pré Aprovado,Overdue,,,VVE-1-00001045,arn:aws:ec2:us-east-1:570354092270:snapshot/snap-0976fc797142dcb12,Usage,Active
2309b0f6-3bce-11e9-97f2-fa168efe86a7,Teleo Target,VIVO ENTERPRISE,Admin Enterprise,vivoenterprise1@portalvivocloud.com.br,1.18765E+12,4011545,6dbf88ce-1407-425e-a397-bb4ef6afa3d1,Usage,IAAS,5/2/2019,5/2/2019,5/2/2019,USAGE,,,,,,5/2/2019,27/02/2019,VIVO ENTERPRISE,VIVOENTERPRISE,29/01/2019,Admin,Enterprise,vivoenterprise1@portalvivocloud.com.br,11123456789,"Av. Engenheiro Luís Carlos Berrini, 1376",Cidade Monções,São Paulo,São Paulo,04571-936,Brazil,BR,Assinatura AWs,AWS Subscription Offer,awssubscriptionoffersweden,,,0.000295808,,,,0,,,,0,,0,,,,,USD,EUR,0,,,,0,,0,AWS,,,0,,0,Month,,,AmazonEC2|USE1-APS3-AWS-Out-Bytes,Credito pré Aprovado,Overdue,,,VVE-1-00001045,i-05c30db7d4a67fd66,Usage,Active
23273fae-3bce-11e9-a242-fa168efe86a7,Teleo Target,VIVO ENTERPRISE,Admin Enterprise,vivoenterprise1@portalvivocloud.com.br,1.18765E+12,4011545,6dbf88ce-1407-425e-a397-bb4ef6afa3d1,Usage,IAAS,5/2/2019,5/2/2019,5/2/2019,USAGE,,,,,,5/2/2019,27/02/2019,VIVO ENTERPRISE,VIVOENTERPRISE,29/01/2019,Admin,Enterprise,vivoenterprise1@portalvivocloud.com.br,11123456789,"Av. Engenheiro Luís Carlos Berrini, 1376",Cidade Monções,São Paulo,São Paulo,04571-936,Brazil,BR,Assinatura AWs,AWS Subscription Offer,awssubscriptionoffersweden,,,0.003348215,,,,0,,,,0,,0,,,,,USD,EUR,0,,,,0,,0,AWS,,,0,,0,Month,,,AmazonEC2|EBS:SnapshotUsage,Credito pré Aprovado,Overdue,,,VVE-1-00001045,arn:aws:ec2:us-east-1:570354092270:snapshot/snap-00fd462cf9f1e0f5e,Usage,Active
